Season;Episode;Rating;Code
4;91;4.5;tt0121220
4;92;4.3;tt0121220
1;1;7.3;tt1910272
1;2;7.5;tt1910272
1;3;7.6;tt1910272
1;4;7.4;tt1910272
1;5;7.9;tt1910272
1;6;7.6;tt1910272
1;7;8.2;tt1910272
1;8;8.1;tt1910272
1;9;8.2;tt1910272
1;10;8.0;tt1910272
1;11;8.1;tt1910272
1;12;9.0;tt1910272
1;13;8.7;tt1910272
1;14;8.8;tt1910272
1;15;8.1;tt1910272
1;16;8.9;tt1910272
1;17;8.2;tt1910272
1;18;7.9;tt1910272
1;19;8.3;tt1910272
1;20;8.7;tt1910272
1;21;8.3;tt1910272
1;22;9.1;tt1910272
1;23;8.9;tt1910272
1;24;9.2;tt1910272
1;25;8.2;tt1910272
1;1;8.4;tt0348914
1;2;8.4;tt0348914
1;3;8.4;tt0348914
1;4;8.9;tt0348914
1;5;8.3;tt0348914
1;6;8.4;tt0348914
1;7;8.0;tt0348914
1;8;8.2;tt0348914
1;9;8.3;tt0348914
1;10;8.7;tt0348914
1;11;8.6;tt0348914
1;12;9.2;tt0348914
2;1;8.8;tt0348914
2;2;8.5;tt0348914
2;3;8.3;tt0348914
2;4;8.5;tt0348914
2;5;8.4;tt0348914
2;6;8.7;tt0348914
2;7;8.6;tt0348914
2;8;8.4;tt0348914
2;9;8.8;tt0348914
2;10;8.6;tt0348914
2;11;8.6;tt0348914
2;12;9.1;tt0348914
3;1;8.6;tt0348914
3;2;8.6;tt0348914
3;3;8.5;tt0348914
3;4;8.4;tt0348914
3;5;9.1;tt0348914
3;6;8.5;tt0348914
3;7;8.4;tt0348914
3;8;8.3;tt0348914
3;9;8.5;tt0348914
3;10;8.8;tt0348914
3;11;8.9;tt0348914
3;12;8.7;tt0348914
1;1;8.5;tt0407362
1;2;7.7;tt0407362
1;3;7.6;tt0407362
1;4;7.7;tt0407362
1;5;8.1;tt0407362
1;6;7.6;tt0407362
1;7;7.7;tt0407362
1;8;7.9;tt0407362
1;9;7.5;tt0407362
1;10;8.3;tt0407362
1;11;7.5;tt0407362
1;12;8.2;tt0407362
1;13;8.7;tt0407362
2;1;8.1;tt0407362
2;2;7.8;tt0407362
2;3;7.8;tt0407362
2;4;7.9;tt0407362
2;5;7.6;tt0407362
2;6;7.9;tt0407362
2;7;8.2;tt0407362
2;8;7.5;tt0407362
2;9;8.1;tt0407362
2;10;8.9;tt0407362
2;11;8.6;tt0407362
2;12;8.8;tt0407362
2;13;7.3;tt0407362
2;14;6.3;tt0407362
2;15;7.2;tt0407362
2;16;6.9;tt0407362
2;17;7.6;tt0407362
2;18;8.4;tt0407362
2;19;7.9;tt0407362
2;20;8.6;tt0407362
3;1;8.1;tt0407362
3;2;8.1;tt0407362
3;3;8.2;tt0407362
3;4;9.1;tt0407362
3;5;8.1;tt0407362
3;6;7.8;tt0407362
3;7;7.6;tt0407362
3;8;7.3;tt0407362
3;9;7.5;tt0407362
3;10;7.5;tt0407362
3;11;8.0;tt0407362
3;12;8.2;tt0407362
3;13;7.7;tt0407362
3;14;6.9;tt0407362
3;15;6.9;tt0407362
3;16;7.5;tt0407362
3;17;7.9;tt0407362
3;18;7.6;tt0407362
3;19;8.4;tt0407362
3;20;9.2;tt0407362
4;1;8.5;tt0407362
4;2;8.1;tt0407362
4;3;8.0;tt0407362
4;4;7.6;tt0407362
4;5;7.6;tt0407362
4;6;8.1;tt0407362
4;7;8.7;tt0407362
4;8;7.8;tt0407362
4;9;8.7;tt0407362
4;10;9.2;tt0407362
4;11;8.8;tt0407362
4;12;7.9;tt0407362
4;13;9.1;tt0407362
4;14;9.2;tt0407362
4;15;8.5;tt0407362
4;16;7.5;tt0407362
4;17;8.3;tt0407362
4;18;7.9;tt0407362
4;19;8.5;tt0407362
4;20;9.0;tt0407362
1;1;8.7;tt3032476
1;2;9.1;tt3032476
1;3;8.9;tt3032476
1;4;8.7;tt3032476
1;5;8.3;tt3032476
1;6;9.5;tt3032476
1;7;8.8;tt3032476
1;8;8.9;tt3032476
1;9;9.5;tt3032476
1;10;8.8;tt3032476
2;1;8.5;tt3032476
2;2;8.7;tt3032476
2;3;8.5;tt3032476
2;4;9.1;tt3032476
2;5;8.2;tt3032476
2;6;8.6;tt3032476
2;7;8.6;tt3032476
2;8;8.6;tt3032476
2;9;9.4;tt3032476
2;10;9.1;tt3032476
3;1;8.3;tt3032476
3;2;9.1;tt3032476
3;3;8.6;tt3032476
3;4;9.1;tt3032476
3;5;9.7;tt3032476
3;6;8.7;tt3032476
3;7;8.5;tt3032476
3;8;8.7;tt3032476
3;9;9.0;tt3032476
3;10;9.2;tt3032476
4;1;8.4;tt3032476
4;2;8.9;tt3032476
4;3;8.7;tt3032476
4;4;8.4;tt3032476
4;5;8.8;tt3032476
4;6;8.7;tt3032476
4;7;8.6;tt3032476
4;8;9.0;tt3032476
4;9;9.2;tt3032476
4;10;9.6;tt3032476
1;1;7.8;tt0459159
1;2;8.2;tt0459159
1;3;8.0;tt0459159
2;1;8.4;tt0459159
2;2;8.1;tt0459159
2;3;8.5;tt0459159
3;1;8.2;tt0459159
3;2;8.5;tt0459159
3;3;8.4;tt0459159
3;4;8.1;tt0459159
3;5;8.8;tt0459159
3;6;8.4;tt0459159
3;7;8.5;tt0459159
3;8;8.3;tt0459159
4;1;7.7;tt0459159
4;2;8.1;tt0459159
4;3;8.3;tt0459159
4;4;8.3;tt0459159
4;5;8.3;tt0459159
4;6;8.8;tt0459159
4;7;8.4;tt0459159
1;1;8.8;tt0248654
1;2;8.1;tt0248654
1;3;8.4;tt0248654
1;4;8.3;tt0248654
1;5;8.4;tt0248654
1;6;8.5;tt0248654
1;7;8.1;tt0248654
1;8;8.2;tt0248654
1;9;8.4;tt0248654
1;10;8.3;tt0248654
1;11;8.3;tt0248654
1;12;8.6;tt0248654
1;13;8.5;tt0248654
2;1;8.3;tt0248654
2;2;8.2;tt0248654
2;3;8.1;tt0248654
2;4;8.3;tt0248654
2;5;8.3;tt0248654
2;6;8.1;tt0248654
2;7;8.1;tt0248654
2;8;8.7;tt0248654
2;9;7.9;tt0248654
2;10;8.1;tt0248654
2;11;8.2;tt0248654
2;12;8.5;tt0248654
2;13;8.8;tt0248654
3;1;8.2;tt0248654
3;2;7.8;tt0248654
3;3;7.8;tt0248654
3;4;8.3;tt0248654
3;5;7.9;tt0248654
3;6;7.8;tt0248654
3;7;7.9;tt0248654
3;8;7.9;tt0248654
3;9;7.8;tt0248654
3;10;8.1;tt0248654
3;11;8.4;tt0248654
3;12;8.2;tt0248654
3;13;8.7;tt0248654
4;1;8.5;tt0248654
4;2;7.7;tt0248654
4;3;7.9;tt0248654
4;4;7.7;tt0248654
4;5;8.6;tt0248654
4;6;8.1;tt0248654
4;7;7.7;tt0248654
4;8;7.8;tt0248654
4;9;7.6;tt0248654
4;10;7.6;tt0248654
4;11;7.9;tt0248654
4;12;8.6;tt0248654
5;1;8.1;tt0248654
5;2;7.8;tt0248654
5;3;8.0;tt0248654
5;4;8.3;tt0248654
5;5;7.9;tt0248654
5;6;8.2;tt0248654
5;7;7.8;tt0248654
5;8;8.3;tt0248654
5;9;9.0;tt0248654
5;10;9.2;tt0248654
5;11;8.6;tt0248654
5;12;9.8;tt0248654
1;1;8.1;tt0090509
1;2;8.1;tt0090509
1;3;7.9;tt0090509
1;4;8.2;tt0090509
1;5;8.2;tt0090509
1;6;8.0;tt0090509
1;7;7.6;tt0090509
2;1;8.2;tt0090509
2;2;7.7;tt0090509
2;3;7.7;tt0090509
2;4;8.2;tt0090509
1;1;8.3;tt4786824
1;2;9.1;tt4786824
1;3;8.3;tt4786824
1;4;8.8;tt4786824
1;5;8.6;tt4786824
1;6;8.2;tt4786824
1;7;8.9;tt4786824
1;8;8.6;tt4786824
1;9;9.2;tt4786824
1;10;8.7;tt4786824
2;1;8.4;tt4786824
2;2;8.3;tt4786824
2;3;8.5;tt4786824
2;4;8.7;tt4786824
2;5;9.1;tt4786824
2;6;9.2;tt4786824
2;7;8.2;tt4786824
2;8;9.2;tt4786824
2;9;8.8;tt4786824
2;10;8.6;tt4786824
1;1;7.4;tt0108855
1;2;8.2;tt0108855
1;3;7.7;tt0108855
1;4;7.7;tt0108855
1;5;7.4;tt0108855
1;6;8.3;tt0108855
1;1;8.1;tt0286486
1;2;7.7;tt0286486
1;3;7.4;tt0286486
1;4;7.7;tt0286486
1;5;8.3;tt0286486
1;6;8.1;tt0286486
1;7;7.8;tt0286486
1;8;7.7;tt0286486
1;9;7.7;tt0286486
1;10;8.3;tt0286486
1;11;7.8;tt0286486
1;12;7.6;tt0286486
1;13;8.3;tt0286486
2;1;7.6;tt0286486
2;2;8.2;tt0286486
2;3;7.6;tt0286486
2;4;7.9;tt0286486
2;5;7.7;tt0286486
2;6;7.7;tt0286486
2;7;7.6;tt0286486
2;8;7.9;tt0286486
2;9;7.2;tt0286486
2;10;7.8;tt0286486
2;11;7.8;tt0286486
2;12;7.6;tt0286486
2;13;8.2;tt0286486
3;1;8.1;tt0286486
3;2;7.7;tt0286486
3;3;7.4;tt0286486
3;4;7.9;tt0286486
3;5;8.0;tt0286486
3;6;7.5;tt0286486
3;7;7.7;tt0286486
3;8;7.7;tt0286486
3;9;7.8;tt0286486
3;10;7.9;tt0286486
3;11;8.2;tt0286486
3;12;7.9;tt0286486
3;13;8.3;tt0286486
3;14;8.5;tt0286486
3;15;8.7;tt0286486
4;1;7.0;tt0286486
4;2;6.8;tt0286486
4;3;6.7;tt0286486
4;4;7.0;tt0286486
4;5;7.3;tt0286486
4;6;7.0;tt0286486
4;7;6.9;tt0286486
4;8;7.2;tt0286486
4;9;7.0;tt0286486
4;10;7.1;tt0286486
4;11;7.0;tt0286486
4;12;7.3;tt0286486
4;13;6.6;tt0286486
5;1;7.4;tt0286486
5;2;7.4;tt0286486
5;3;7.3;tt0286486
5;4;7.4;tt0286486
5;5;7.6;tt0286486
5;6;7.4;tt0286486
5;7;7.5;tt0286486
5;8;7.6;tt0286486
5;9;7.4;tt0286486
5;10;7.5;tt0286486
5;11;8.2;tt0286486
6;1;7.2;tt0286486
6;2;7.8;tt0286486
6;3;7.8;tt0286486
6;4;7.9;tt0286486
6;5;7.7;tt0286486
6;6;7.5;tt0286486
6;7;8.3;tt0286486
6;8;7.7;tt0286486
6;9;7.6;tt0286486
6;10;7.7;tt0286486
6;11;8.3;tt0286486
7;1;8.4;tt0286486
7;2;7.5;tt0286486
7;3;7.5;tt0286486
7;4;7.6;tt0286486
7;5;7.5;tt0286486
7;6;8.5;tt0286486
7;7;7.4;tt0286486
7;8;8.2;tt0286486
7;9;7.7;tt0286486
7;10;7.8;tt0286486
7;11;7.7;tt0286486
7;12;8.8;tt0286486
7;13;9.2;tt0286486
1;1;8.4;tt0106179
1;2;8.3;tt0106179
1;3;8.7;tt0106179
1;4;7.7;tt0106179
1;5;7.2;tt0106179
1;6;7.4;tt0106179
1;7;6.8;tt0106179
1;8;8.9;tt0106179
1;9;6.3;tt0106179
1;10;8.1;tt0106179
1;11;8.3;tt0106179
1;12;7.5;tt0106179
1;13;8.8;tt0106179
1;14;7.6;tt0106179
1;15;7.2;tt0106179
1;16;7.5;tt0106179
1;17;8.6;tt0106179
1;18;7.3;tt0106179
1;19;7.2;tt0106179
1;20;8.6;tt0106179
1;21;8.5;tt0106179
1;22;7.3;tt0106179
1;23;7.4;tt0106179
1;24;9.1;tt0106179
2;1;8.3;tt0106179
2;2;8.4;tt0106179
2;3;7.7;tt0106179
2;4;7.9;tt0106179
2;5;8.8;tt0106179
2;6;8.8;tt0106179
2;7;6.6;tt0106179
2;8;8.6;tt0106179
2;9;7.4;tt0106179
2;10;7.9;tt0106179
2;11;7.2;tt0106179
2;12;7.7;tt0106179
2;13;8.3;tt0106179
2;14;8.4;tt0106179
2;15;7.3;tt0106179
2;16;9.0;tt0106179
2;17;9.0;tt0106179
2;18;6.6;tt0106179
2;19;7.7;tt0106179
2;20;8.8;tt0106179
2;21;7.7;tt0106179
2;22;8.2;tt0106179
2;23;8.0;tt0106179
2;24;8.1;tt0106179
2;25;9.3;tt0106179
3;1;8.8;tt0106179
3;2;9.2;tt0106179
3;3;8.0;tt0106179
3;4;9.3;tt0106179
3;5;7.3;tt0106179
3;6;7.7;tt0106179
3;7;7.4;tt0106179
3;8;7.9;tt0106179
3;9;8.7;tt0106179
3;10;8.9;tt0106179
3;11;7.4;tt0106179
3;12;8.9;tt0106179
3;13;7.9;tt0106179
3;14;7.7;tt0106179
3;15;8.6;tt0106179
3;16;8.8;tt0106179
3;17;8.7;tt0106179
3;18;6.1;tt0106179
3;19;7.3;tt0106179
3;20;9.1;tt0106179
3;21;7.9;tt0106179
3;22;8.3;tt0106179
3;23;8.5;tt0106179
3;24;8.7;tt0106179
4;1;8.6;tt0106179
4;2;9.0;tt0106179
4;3;6.9;tt0106179
4;4;8.3;tt0106179
4;5;7.0;tt0106179
4;6;7.5;tt0106179
4;7;9.2;tt0106179
4;8;8.8;tt0106179
4;9;8.5;tt0106179
4;10;8.9;tt0106179
4;11;7.0;tt0106179
4;12;8.5;tt0106179
4;13;7.8;tt0106179
4;14;8.6;tt0106179
4;15;7.2;tt0106179
4;16;7.5;tt0106179
4;17;8.6;tt0106179
4;18;8.6;tt0106179
4;19;7.9;tt0106179
4;20;9.1;tt0106179
4;21;8.4;tt0106179
4;22;8.1;tt0106179
4;23;8.2;tt0106179
4;24;8.8;tt0106179
5;1;8.9;tt0106179
5;2;9.2;tt0106179
5;3;8.6;tt0106179
5;4;8.4;tt0106179
5;5;8.8;tt0106179
5;6;8.0;tt0106179
5;7;7.8;tt0106179
5;8;8.0;tt0106179
5;9;7.2;tt0106179
5;10;7.8;tt0106179
5;11;8.1;tt0106179
5;12;9.4;tt0106179
5;13;8.5;tt0106179
5;14;8.6;tt0106179
5;15;7.7;tt0106179
5;16;8.0;tt0106179
5;17;7.7;tt0106179
5;18;8.4;tt0106179
5;19;8.8;tt0106179
5;20;9.0;tt0106179
6;1;8.4;tt0106179
6;2;8.7;tt0106179
6;3;8.8;tt0106179
6;4;9.1;tt0106179
6;5;9.0;tt0106179
6;6;8.4;tt0106179
6;7;8.0;tt0106179
6;8;7.7;tt0106179
6;9;8.2;tt0106179
6;10;8.5;tt0106179
6;11;8.8;tt0106179
6;12;9.0;tt0106179
6;13;7.6;tt0106179
6;14;9.0;tt0106179
6;15;8.7;tt0106179
6;16;6.6;tt0106179
6;17;7.5;tt0106179
6;18;8.0;tt0106179
6;19;8.7;tt0106179
6;20;8.2;tt0106179
6;21;8.8;tt0106179
6;22;8.5;tt0106179
7;1;8.1;tt0106179
7;2;8.1;tt0106179
7;3;8.2;tt0106179
7;4;8.1;tt0106179
7;5;7.6;tt0106179
7;6;8.4;tt0106179
7;7;7.9;tt0106179
7;8;8.3;tt0106179
7;9;6.9;tt0106179
7;10;8.3;tt0106179
7;11;8.4;tt0106179
7;12;8.6;tt0106179
7;13;6.5;tt0106179
7;14;7.6;tt0106179
7;15;8.3;tt0106179
7;16;7.8;tt0106179
7;17;7.2;tt0106179
7;18;7.9;tt0106179
7;19;7.7;tt0106179
7;20;6.3;tt0106179
7;21;8.6;tt0106179
7;22;8.8;tt0106179
8;1;8.5;tt0106179
8;2;8.5;tt0106179
8;3;7.8;tt0106179
8;4;8.3;tt0106179
8;5;7.9;tt0106179
8;6;8.5;tt0106179
8;7;7.9;tt0106179
8;8;7.1;tt0106179
8;9;7.1;tt0106179
8;10;7.3;tt0106179
8;11;8.1;tt0106179
8;12;7.7;tt0106179
8;13;8.2;tt0106179
8;14;8.6;tt0106179
8;15;8.4;tt0106179
8;16;8.4;tt0106179
8;17;7.5;tt0106179
8;18;8.2;tt0106179
8;19;8.1;tt0106179
8;20;8.6;tt0106179
8;21;9.0;tt0106179
9;1;7.6;tt0106179
9;2;7.7;tt0106179
9;3;7.6;tt0106179
9;4;8.1;tt0106179
9;5;7.1;tt0106179
9;6;7.8;tt0106179
9;7;7.8;tt0106179
9;8;7.4;tt0106179
9;9;7.8;tt0106179
9;10;7.5;tt0106179
9;11;7.8;tt0106179
9;12;7.3;tt0106179
9;13;7.6;tt0106179
9;14;7.6;tt0106179
9;15;7.6;tt0106179
9;16;8.0;tt0106179
9;17;8.4;tt0106179
9;18;7.9;tt0106179
9;19;8.5;tt0106179
10;1;8.0;tt0106179
10;2;8.0;tt0106179
10;3;8.1;tt0106179
10;4;7.4;tt0106179
10;5;6.4;tt0106179
10;6;7.2;tt0106179
11;1;6.6;tt0106179
11;2;7.5;tt0106179
11;3;8.0;tt0106179
11;4;8.1;tt0106179
11;5;8.2;tt0106179
11;6;7.5;tt0106179
11;7;8.1;tt0106179
11;8;8.2;tt0106179
11;9;6.8;tt0106179
11;10;7.6;tt0106179
1;1;7.0;tt1628033
1;2;6.8;tt1628033
1;3;6.9;tt1628033
1;4;6.8;tt1628033
1;5;6.9;tt1628033
1;6;6.9;tt1628033
1;7;6.9;tt1628033
1;8;6.9;tt1628033
1;9;7.0;tt1628033
1;10;6.9;tt1628033
2;1;7.2;tt1628033
2;2;7.1;tt1628033
2;3;7.1;tt1628033
2;4;7.0;tt1628033
2;5;7.1;tt1628033
2;6;7.3;tt1628033
2;7;7.2;tt1628033
2;8;7.1;tt1628033
2;9;7.2;tt1628033
2;10;7.1;tt1628033
3;1;7.1;tt1628033
3;2;7.2;tt1628033
3;3;7.2;tt1628033
3;4;7.2;tt1628033
3;5;7.2;tt1628033
3;6;7.2;tt1628033
3;7;7.1;tt1628033
3;8;7.2;tt1628033
3;9;7.1;tt1628033
4;1;7.3;tt1628033
4;2;7.1;tt1628033
4;3;7.2;tt1628033
4;4;7.2;tt1628033
4;5;7.2;tt1628033
4;6;7.1;tt1628033
4;7;7.2;tt1628033
4;8;7.2;tt1628033
4;9;7.1;tt1628033
4;10;7.2;tt1628033
5;1;7.2;tt1628033
5;2;7.2;tt1628033
5;3;7.2;tt1628033
5;4;7.2;tt1628033
5;5;7.2;tt1628033
5;6;7.3;tt1628033
5;7;7.1;tt1628033
5;8;7.4;tt1628033
5;9;7.2;tt1628033
6;1;7.1;tt1628033
6;2;7.2;tt1628033
6;3;7.2;tt1628033
6;4;7.1;tt1628033
6;5;7.1;tt1628033
6;6;7.2;tt1628033
6;7;7.2;tt1628033
6;8;7.2;tt1628033
6;9;7.1;tt1628033
6;10;7.1;tt1628033
6;11;7.1;tt1628033
7;1;7.2;tt1628033
7;2;7.2;tt1628033
7;3;7.3;tt1628033
7;4;7.4;tt1628033
7;5;7.3;tt1628033
7;6;7.1;tt1628033
7;7;7.8;tt1628033
8;1;7.3;tt1628033
8;2;7.2;tt1628033
8;3;7.5;tt1628033
8;4;7.2;tt1628033
8;5;7.2;tt1628033
8;6;7.3;tt1628033
8;7;7.1;tt1628033
8;8;7.2;tt1628033
9;1;7.4;tt1628033
9;2;7.2;tt1628033
9;3;8.3;tt1628033
9;4;7.2;tt1628033
9;5;7.2;tt1628033
9;6;7.4;tt1628033
9;7;7.0;tt1628033
9;8;8.8;tt1628033
10;1;7.3;tt1628033
10;2;7.8;tt1628033
10;3;7.5;tt1628033
10;4;8.8;tt1628033
10;5;7.4;tt1628033
10;6;7.2;tt1628033
10;7;7.5;tt1628033
10;8;7.2;tt1628033
10;9;7.7;tt1628033
10;10;7.4;tt1628033
10;11;7.4;tt1628033
11;1;7.4;tt1628033
11;2;7.2;tt1628033
11;3;7.3;tt1628033
11;4;7.6;tt1628033
11;5;7.2;tt1628033
11;6;7.4;tt1628033
12;1;7.5;tt1628033
12;2;7.5;tt1628033
12;3;7.3;tt1628033
12;4;7.6;tt1628033
12;5;7.2;tt1628033
12;6;7.4;tt1628033
12;7;7.2;tt1628033
12;8;9.2;tt1628033
13;1;8.1;tt1628033
13;2;7.7;tt1628033
13;3;7.5;tt1628033
13;4;7.3;tt1628033
13;5;7.6;tt1628033
13;6;7.6;tt1628033
13;7;7.6;tt1628033
14;1;7.8;tt1628033
14;2;7.6;tt1628033
14;3;7.4;tt1628033
14;4;7.4;tt1628033
14;5;7.2;tt1628033
14;6;9.1;tt1628033
14;7;7.4;tt1628033
15;1;7.8;tt1628033
15;2;7.4;tt1628033
15;3;7.4;tt1628033
15;4;8.3;tt1628033
15;5;8.3;tt1628033
15;6;7.6;tt1628033
15;7;7.3;tt1628033
15;8;7.3;tt1628033
15;9;7.6;tt1628033
16;1;8.8;tt1628033
16;2;7.5;tt1628033
16;3;7.4;tt1628033
16;4;7.7;tt1628033
16;5;7.3;tt1628033
16;6;7.5;tt1628033
16;7;7.4;tt1628033
16;8;6.9;tt1628033
16;9;7.0;tt1628033
17;1;7.6;tt1628033
17;2;7.6;tt1628033
17;3;7.6;tt1628033
17;4;8.1;tt1628033
17;5;7.3;tt1628033
17;6;7.2;tt1628033
18;1;8.0;tt1628033
18;2;7.8;tt1628033
18;3;7.6;tt1628033
18;4;7.5;tt1628033
18;5;7.5;tt1628033
18;6;7.3;tt1628033
18;7;7.3;tt1628033
18;8;7.8;tt1628033
19;1;8.0;tt1628033
19;2;8.0;tt1628033
19;3;7.7;tt1628033
19;4;7.6;tt1628033
19;5;7.8;tt1628033
19;6;9.0;tt1628033
19;7;9.0;tt1628033
19;8;6.2;tt1628033
19;9;6.2;tt1628033
20;1;7.8;tt1628033
20;2;7.7;tt1628033
20;3;8.2;tt1628033
20;4;8.0;tt1628033
20;5;8.0;tt1628033
20;6;7.7;tt1628033
21;1;7.6;tt1628033
21;2;7.9;tt1628033
21;3;7.9;tt1628033
21;4;7.7;tt1628033
21;5;8.0;tt1628033
21;6;8.9;tt1628033
21;7;9.1;tt1628033
22;1;8.4;tt1628033
22;2;8.2;tt1628033
22;3;8.3;tt1628033
22;4;7.9;tt1628033
22;5;8.0;tt1628033
22;6;8.2;tt1628033
22;7;7.8;tt1628033
22;8;9.2;tt1628033
23;1;2.1;tt1628033
23;2;2.3;tt1628033
23;3;2.4;tt1628033
23;4;2.2;tt1628033
23;5;2.2;tt1628033
23;6;2.1;tt1628033
24;1;6.2;tt1628033
24;2;5.9;tt1628033
24;3;6.0;tt1628033
24;4;6.1;tt1628033
24;5;5.3;tt1628033
24;6;4.7;tt1628033
24;7;4.9;tt1628033
25;1;6.0;tt1628033
25;2;6.2;tt1628033
25;3;7.0;tt1628033
25;4;6.2;tt1628033
25;5;5.5;tt1628033
25;6;5.7;tt1628033
26;1;5.6;tt1628033
26;2;5.3;tt1628033
26;3;5.4;tt1628033
26;4;6.8;tt1628033
26;5;5.5;tt1628033
1;1;8.4;tt1606375
1;2;8.4;tt1606375
1;3;8.5;tt1606375
1;4;8.3;tt1606375
1;5;8.6;tt1606375
1;6;8.6;tt1606375
1;7;8.9;tt1606375
2;1;8.7;tt1606375
2;2;8.3;tt1606375
2;3;8.2;tt1606375
2;4;8.4;tt1606375
2;5;8.5;tt1606375
2;6;8.2;tt1606375
2;7;8.4;tt1606375
2;8;8.8;tt1606375
2;9;9.1;tt1606375
3;1;8.6;tt1606375
3;2;8.2;tt1606375
3;3;8.5;tt1606375
3;4;8.1;tt1606375
3;5;9.0;tt1606375
3;6;8.3;tt1606375
3;7;8.2;tt1606375
3;8;8.4;tt1606375
3;9;8.2;tt1606375
4;1;8.3;tt1606375
4;2;8.0;tt1606375
4;3;8.1;tt1606375
4;4;8.0;tt1606375
4;5;8.2;tt1606375
4;6;8.2;tt1606375
4;7;8.2;tt1606375
4;8;8.4;tt1606375
4;9;8.5;tt1606375
5;1;8.4;tt1606375
5;2;8.1;tt1606375
5;3;8.2;tt1606375
5;4;8.2;tt1606375
5;5;8.2;tt1606375
5;6;8.4;tt1606375
5;7;8.4;tt1606375
5;8;8.8;tt1606375
5;9;9.0;tt1606375
6;1;8.4;tt1606375
6;2;8.1;tt1606375
6;3;8.8;tt1606375
6;4;8.5;tt1606375
6;5;8.6;tt1606375
6;6;8.4;tt1606375
6;7;8.6;tt1606375
6;8;9.1;tt1606375
6;9;9.3;tt1606375
1;1;8.1;tt0434706
1;2;8.2;tt0434706
1;3;8.0;tt0434706
1;4;8.6;tt0434706
1;5;7.9;tt0434706
1;6;8.3;tt0434706
1;7;8.2;tt0434706
1;8;7.5;tt0434706
1;9;8.6;tt0434706
1;10;7.8;tt0434706
1;11;8.3;tt0434706
1;12;8.4;tt0434706
1;13;8.2;tt0434706
1;14;8.0;tt0434706
1;15;8.0;tt0434706
1;16;8.3;tt0434706
1;17;8.6;tt0434706
1;18;8.1;tt0434706
1;19;8.6;tt0434706
1;20;7.8;tt0434706
1;21;8.6;tt0434706
1;22;8.8;tt0434706
1;23;8.0;tt0434706
1;24;8.3;tt0434706
1;25;7.8;tt0434706
1;26;8.1;tt0434706
1;27;8.3;tt0434706
1;28;8.6;tt0434706
1;29;9.1;tt0434706
1;30;8.8;tt0434706
1;31;8.1;tt0434706
1;32;7.7;tt0434706
1;33;8.0;tt0434706
1;34;8.0;tt0434706
1;35;7.6;tt0434706
1;36;8.4;tt0434706
1;37;9.0;tt0434706
1;38;8.3;tt0434706
1;39;7.8;tt0434706
1;40;7.9;tt0434706
1;41;7.9;tt0434706
1;42;8.1;tt0434706
1;43;8.0;tt0434706
1;44;8.2;tt0434706
1;45;8.1;tt0434706
1;46;8.1;tt0434706
1;47;8.3;tt0434706
1;48;8.2;tt0434706
1;49;8.7;tt0434706
1;50;8.3;tt0434706
1;51;8.2;tt0434706
1;52;7.8;tt0434706
1;53;7.9;tt0434706
1;54;8.1;tt0434706
1;55;8.0;tt0434706
1;56;8.3;tt0434706
1;57;8.2;tt0434706
1;58;7.8;tt0434706
1;59;8.2;tt0434706
1;60;8.3;tt0434706
1;61;8.0;tt0434706
1;62;7.9;tt0434706
1;63;8.1;tt0434706
1;64;8.1;tt0434706
1;65;8.0;tt0434706
1;66;8.4;tt0434706
1;67;8.5;tt0434706
1;68;7.8;tt0434706
1;69;8.4;tt0434706
1;70;8.1;tt0434706
1;71;8.7;tt0434706
1;72;8.4;tt0434706
1;73;9.1;tt0434706
1;74;8.7;tt0434706
1;1;8.8;tt0773262
1;2;8.4;tt0773262
1;3;8.4;tt0773262
1;4;8.8;tt0773262
1;5;8.6;tt0773262
1;6;9.0;tt0773262
1;7;8.8;tt0773262
1;8;9.1;tt0773262
1;9;8.7;tt0773262
1;10;9.2;tt0773262
1;11;9.3;tt0773262
1;12;9.6;tt0773262
2;1;8.8;tt0773262
2;2;8.7;tt0773262
2;3;8.8;tt0773262
2;4;8.5;tt0773262
2;5;8.8;tt0773262
2;6;8.7;tt0773262
2;7;8.8;tt0773262
2;8;9.1;tt0773262
2;9;9.4;tt0773262
2;10;9.0;tt0773262
2;11;9.0;tt0773262
2;12;9.2;tt0773262
3;1;8.4;tt0773262
3;2;8.5;tt0773262
3;3;8.3;tt0773262
3;4;8.2;tt0773262
3;5;8.6;tt0773262
3;6;8.3;tt0773262
3;7;8.6;tt0773262
3;8;8.7;tt0773262
3;9;8.8;tt0773262
3;10;9.1;tt0773262
3;11;8.9;tt0773262
3;12;8.9;tt0773262
4;1;8.8;tt0773262
4;2;8.7;tt0773262
4;3;8.4;tt0773262
4;4;9.2;tt0773262
4;5;9.0;tt0773262
4;6;8.8;tt0773262
4;7;8.6;tt0773262
4;8;8.6;tt0773262
4;9;9.4;tt0773262
4;10;9.2;tt0773262
4;11;9.5;tt0773262
4;12;9.8;tt0773262
5;1;8.9;tt0773262
5;2;8.3;tt0773262
5;3;8.5;tt0773262
5;4;8.5;tt0773262
5;5;8.1;tt0773262
5;6;8.8;tt0773262
5;7;8.5;tt0773262
5;8;8.9;tt0773262
5;9;9.0;tt0773262
5;10;9.0;tt0773262
5;11;8.9;tt0773262
5;12;8.9;tt0773262
6;1;8.6;tt0773262
6;2;8.2;tt0773262
6;3;8.3;tt0773262
